Rank, name, IMDb Rating, link, image, plot, genres, runtime, certificate, titleType, keywords, countriesOfOrigin, meterRanking, meterRankChange, directors, writers, stars, topCast, budget, openingWeekendGross, lifetimeGross, worldwideGross, filmingLocations, spokenLanguages, soundMix, aspectRatio, color, awardWins, awardNominations, isSeries, isEpisode, isAdult
"199", "The Grand Budapest Hotel", "8.1", "https://www.imdb.com/title/tt2278388/", "https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_.jpg", "The owner of an aging high-class hotel regales a writer with tales of serving as a lobby boy under an exceptional concierge in the hotel&apos;s glory years.", "Comedy, Drama", "99", "R", "Movie", "hotel, lobby boy, painting, mentor protege relationship, first person narration", "US", "577", "DOWN 15", "Wes Anderson", "Stefan Zweig, Wes Anderson, Hugo Guinness", "Ralph Fiennes, F. Murray Abraham, Mathieu Amalric", "Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody", "USD 25,000,000", "USD 811,166", "USD 59,301,324", "USD 174,567,384", "Görlitz, Saxony, Germany", "English, French, German", "SDDS, Datasat, Dolby Digital, Dolby Surround 7.1", "", "Color, Black and White", "137", "227", "False", "False", "False"
"200", "Before Sunrise", "8.1", "https://www.imdb.com/title/tt0112471/", "https://m.media-amazon.com/images/M/MV5BZDZhZmI1ZTUtYWI3NC00NTMwLTk3NWMtNDc0OGNjM2I0ZjlmXkEyXkFqcGc@._V1_.jpg", "A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.", "Comedy, Drama, Romance", "101", "R", "Movie", "train, tourist, one night stand, kiss, travelling by train", "US", "675", "UP 64", "Richard Linklater", "Richard Linklater, Kim Krizan", "Ethan Hawke, Julie Delpy, Andrea Eckert", "Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl", "USD 2,500,000", "USD 1,423,537", "USD 5,535,405", "USD 6,644,294", "Riesenrad, Prater, Vienna, Austria", "English, German, French", "Dolby SR, Dolby Digital", "1.85 : 1", "Color", "2", "7", "False", "False", "False"
"201", "Monsters, Inc.", "8.1", "https://www.imdb.com/title/tt0198781/", "https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_.jpg", "Two monsters whose job is to make human children scream accidentally let a little girl into their world and must now protect her from their own kind to return her home unscathed.", "Animation, Adventure, Comedy", "92", "G", "Movie", "monster world, human nonhuman relationship, monster, birthday, birthday dinner", "US", "807", "DOWN 34", "", "Pete Docter, Jill Culton, Jeff Pidgeon", "Billy Crystal, John Goodman, Mary Gibbs", "Billy Crystal, John Goodman, Mary Gibbs, Steve Buscemi", "USD 115,000,000", "USD 62,577,067", "USD 290,642,256", "USD 579,773,055", "Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA", "English", "SDDS, Dolby Digital", "", "Color", "15", "38", "False", "False", "False"
"202", "Blade Runner", "8.1", "https://www.imdb.com/title/tt0083658/", "https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_.jpg", "A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.", "Action, Drama, Sci-Fi", "117", "R", "Movie", "tech noir, cyberpunk, police detective, existentialism, dystopia", "US", "304", "UP 29", "Ridley Scott", "Hampton Fancher, David Webb Peoples, Philip K. Dick", "Harrison Ford, Rutger Hauer, Sean Young", "Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos", "USD 28,000,000", "USD 6,150,002", "USD 32,914,489", "USD 41,824,552", "Bradbury Building - 304 S. Broadway, Downtown, Los Angeles, California, USA", "English, German, Cantonese, Japanese, Hungarian, Arabic, Korean", "Dolby Atmos", "2.39 : 1", "Color", "16", "22", "False", "False", "False"
"203", "Gone Girl", "8.1", "https://www.imdb.com/title/tt2267998/", "https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg", "The husband of a missing woman becomes the main suspect in her disappearance.", "Drama, Mystery, Thriller", "149", "R", "Movie", "missing person, disappearance, murder suspect, husband wife relationship, based on novel", "US", "150", "UP 17", "David Fincher", "", "Ben Affleck, Rosamund Pike, Neil Patrick Harris", "Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry", "USD 61,000,000", "USD 37,513,109", "USD 167,767,189", "USD 370,890,259", "Cape Girardeau, Missouri, USA", "English", "Dolby Digital, Dolby Atmos, Datasat, Dolby Surround 7.1, SDDS", "2.39 : 1", "Color, Black and White", "65", "192", "False", "False", "False"
"204", "Ford v Ferrari", "8.1", "https://www.imdb.com/title/tt1950186/", "https://m.media-amazon.com/images/M/MV5BOTBjNTEyNjYtYjdkNi00YzE5LTljYzUtZjVlYmYwZmJmZWYxXkEyXkFqcGc@._V1_.jpg", "American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.", "Action, Biography, Drama", "152", "PG-13", "Movie", "car racing, based on true story, 24 hours le mans race, 24 hours of le mans, ford motor company", "US", "625", "DOWN 12", "James Mangold", "Jez Butterworth, John-Henry Butterworth, Jason Keller", "Matt Damon, Christian Bale, Jon Bernthal", "Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe", "USD 97,600,000", "USD 31,474,958", "USD 117,624,357", "USD 226,299,480", "Savannah, Georgia, USA", "English, Italian, French, Japanese", "Dolby Atmos, Dolby Digital, SDDS, Datasat, DTS:X, IMAX 6-Track", "2.39 : 1", "Color", "26", "86", "False", "False", "False"
"205", "Jaws", "8.1", "https://www.imdb.com/title/tt0073195/", "https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@._V1_.jpg", "When a massive killer shark unleashes chaos on a beach community off Long Island, it&apos;s up to the local police chief, a marine biologist, and an old seafarer to hunt the beast down.", "Adventure, Drama, Horror", "124", "PG", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "0", "0", "False", "False", "False"
"206", "In the Name of the Father", "8.1", "https://www.imdb.com/title/tt0107207/", "https://m.media-amazon.com/images/M/MV5BMGZiZDVjNzYtZWM4ZC00MzVkLThhNDEtMDJlOTBhYzVjMmNhXkEyXkFqcGc@._V1_.jpg", "An Irish man&apos;s coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them.", "Biography, Crime, Drama", "133", "R", "Movie", "father son relationship, ireland, based on true story, wrongfully convicted of murder, wrongful conviction", "IE", "1887", "DOWN 99", "Jim Sheridan", "Gerry Conlon, Terry George, Jim Sheridan", "Daniel Day-Lewis, Pete Postlethwaite, Anthony Brophy", "Daniel Day-Lewis, Pete Postlethwaite, Anthony Brophy, Emma Thompson", "USD 13,000,000", "USD 109,805", "USD 25,096,862", "USD 65,796,862", "Kilmainham Jail, Dublin, County Dublin, Ireland", "English", "Dolby Stereo, DTS", "1.85 : 1", "Color", "7", "41", "False", "False", "False"
"207", "Spider-Man: No Way Home", "8.1", "https://www.imdb.com/title/tt10872600/", "https://m.media-amazon.com/images/M/MV5BMmFiZGZjMmEtMTA0Ni00MzA2LTljMTYtZGI2MGJmZWYzZTQ2XkEyXkFqcGc@._V1_.jpg", "Peter Parker turns to Doctor Strange after his identity destroys the life he knows, but a magical mistake draws powerful outsiders into his world and forces him to confront what being Spider Man really means.", "Action, Adventure, Fantasy", "148", "PG-13", "Movie", "spider man character, superhero, marvel cinematic universe, villain, green goblin character", "US", "89", "DOWN 34", "Jon Watts", "Chris McKenna, Erik Sommers, Stan Lee", "Tom Holland, Zendaya, Benedict Cumberbatch", "Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon", "USD 200,000,000", "USD 260,138,569", "USD 814,866,759", "USD 1,921,426,073", "Iceland", "English, Tagalog", "Dolby Atmos, Dolby Digital, Dolby Surround 7.1, IMAX 6-Track, Auro 11.1, SDDS, DTS:X", "2.39 : 1", "Color", "35", "72", "False", "False", "False"
"208", "Relatos salvajes", "8.1", "https://www.imdb.com/title/tt3011894/", "https://m.media-amazon.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_.jpg", "Six short stories that explore the extremities of human behavior involving people in distress.", "Comedy, Drama, Thriller", "122", "R", "Movie", "anthology film, suicide by airplane crash, violence, sex scene, revenge", "AR", "1251", "UP 158", "Damián Szifron", "Julian Loyola, Germán Servidio, Damián Szifron", "Darío Grandinetti, María Marull, Mónica Villa", "Darío Grandinetti, María Marull, Mónica Villa, Diego Starosta", "USD 3,300,000", "USD 85,100", "USD 3,106,530", "USD 31,478,893", "Cafayate, Salta, Argentina", "Spanish", "Dolby Surround 7.1", "2.35 : 1", "Color", "50", "58", "False", "False", "False"
"209", "Gekijô-ban Chensô Man Reze-hen", "8.3", "https://www.imdb.com/title/tt30472557/", "https://m.media-amazon.com/images/M/MV5BZmMzNGVhODktYmU5MS00MDg1LThlNTEtNTMyYTg5MDA0Njk4XkEyXkFqcGc@._V1_.jpg", "A direct sequel to the first season of the series &quot;Chainsaw Man&quot;, featuring Denji, a young man who co-exists with a chainsaw demon. Denji encounters a new romantic interest, but will his involvement place them both in danger?", "Animation, Action, Adventure", "100", "R", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"210", "The Gold Rush", "8.1", "https://www.imdb.com/title/tt0015864/", "https://m.media-amazon.com/images/M/MV5BNGU1NjYzYTAtZmY0YS00NWIzLTkzNzUtYzc2ZTIyOTIxZjVhXkEyXkFqcGc@._V1_.jpg", "A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.", "Adventure, Comedy, Drama", "95", "Approved", "Movie", "klondike gold rush, klondike, national film registry, gold, gold rush", "US", "", "", "Charles Chaplin", "", "Charles Chaplin, Mack Swain, Tom Murray", "Charles Chaplin, Mack Swain, Tom Murray, Henry Bergman", "USD 923,000", "", "", "USD 83,020", "Sierra Nevada Mountains, California, USA", "None, English", "Silent", "1.33 : 1", "Black and White", "7", "3", "False", "False", "False"
"211", "Sherlock Jr.", "8.1", "https://www.imdb.com/title/tt0015324/", "https://m.media-amazon.com/images/M/MV5BMjQzM2E2NjYtYmRjMC00ZmVlLTljZTgtNmQ5MGZlNDYyZTc5XkEyXkFqcGc@._V1_.jpg", "A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend&apos;s father&apos;s pocketwatch.", "Action, Comedy, Romance", "45", "Passed", "Movie", "false accusation, national film registry, surrealism, movie reality crossover, film within a film", "US", "", "", "Buster Keaton", "Jean C. Havez, Joseph A. Mitchell, Clyde Bruckman", "Buster Keaton, Kathryn McGuire, Joe Keaton", "Buster Keaton, Kathryn McGuire, Joe Keaton, Erwin Connelly", "", "", "", "USD 12,065", "3630 Pasadena Ave, Los Angeles, California, USA", "None, English", "Silent", "1.33 : 1", "Black and White", "2", "0", "False", "False", "False"
"212", "Koe no katachi", "8.2", "https://www.imdb.com/title/tt5323662/", "https://m.media-amazon.com/images/M/MV5BOTFiNzRiOWEtYTQwNy00NmRiLWE0ZWYtNTE0YjExZjFmZjkwXkEyXkFqcGc@._V1_.jpg", "A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to mak...", "Animation, Drama", "130", "Not Rated", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"213", "Mary and Max.", "8.1", "https://www.imdb.com/title/tt0978762/", "https://m.media-amazon.com/images/M/MV5BNzY2Mjc4NjMtNGY4Mi00NzM5LTk3ZTQtN2VkNzVkMzRmM2Y2XkEyXkFqcGc@._V1_.jpg", "In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger&apos;s syndrome.", "Animation, Comedy, Drama", "92", "Not Rated", "Movie", "asperger's syndrome, adult animation, unlikely friendship, friendship, stop motion animation", "AU", "3097", "DOWN 66", "Adam Elliot", "", "Toni Collette, Philip Seymour Hoffman, Eric Bana", "Toni Collette, Philip Seymour Hoffman, Eric Bana, Christopher Massey", "AUD 8,240,000", "", "", "USD 1,740,845", "Melbourne, Victoria, Australia", "English, Yiddish", "Dolby Digital", "1.85 : 1", "Color, Black and White", "6", "9", "False", "False", "False"
"214", "The Deer Hunter", "8.1", "https://www.imdb.com/title/tt0077416/", "https://m.media-amazon.com/images/M/MV5BZGI4YmVhMzMtMWExMS00MGZiLTg2MmItM2I2MWZjODAyM2U5XkEyXkFqcGc@._V1_.jpg", "The lives of a group of friends are forever changed by the Vietnam War.", "Drama, War", "183", "R", "Movie", "russian roulette, vietnam war, prisoner of war, wedding reception, torture", "US", "800", "UP 276", "Michael Cimino", "Michael Cimino, Deric Washburn, Louis Garfinkle", "Robert De Niro, Christopher Walken, John Cazale", "Robert De Niro, Christopher Walken, John Cazale, John Savage", "USD 15,000,000", "", "USD 48,979,328", "USD 49,080,334", "St. Theodosius Russian Orthodox Church - 733 Starkweather Avenue, Cleveland, Ohio, USA", "English, Vietnamese, French, Russian, Cantonese", "", "2.39 : 1", "Color", "24", "27", "False", "False", "False"
"215", "Le salaire de la peur", "8.1", "https://www.imdb.com/title/tt0046268/", "https://m.media-amazon.com/images/M/MV5BMjI3MjU2Mzg2MF5BMl5BanBnXkFtZTgwOTg2MTMzMjE@._V1_.jpg", "In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.", "Adventure, Drama, Thriller", "156", "Not Rated", "Movie", "oil company, unemployment, nitroglycerin, mountain road, latin america", "FR", "3761", "UP 236", "Henri-Georges Clouzot", "Georges Arnaud, Henri-Georges Clouzot, Jérôme Géronimi", "Yves Montand, Charles Vanel, Peter van Eyck", "Yves Montand, Charles Vanel, Peter van Eyck, Folco Lulli", "", "USD 7,633", "USD 21,228", "USD 22,326", "Bouches-du-Rhône, France", "French, English, Spanish, German, Italian, Russian", "", "1.37 : 1", "Black and White", "6", "1", "False", "False", "False"
"216", "Logan", "8.1", "https://www.imdb.com/title/tt3315342/", "https://m.media-amazon.com/images/M/MV5BM2JjODdkMGMtNmY2YS00OGM2LThiY2YtZGYyNzE4Nzc2ODA0XkEyXkFqcGc@._V1_.jpg", "In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.", "Action, Drama, Sci-Fi", "137", "R", "Movie", "x men, mutant, superhero, feral child, death of protagonist", "US", "536", "DOWN 78", "James Mangold", "James Mangold, Scott Frank, Michael Green", "Hugh Jackman, Patrick Stewart, Dafne Keen", "Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook", "USD 97,000,000", "USD 88,411,916", "USD 226,277,068", "USD 619,180,476", "Just outside Northern Meadows community, Rio Rancho, New Mexico, USA", "English, Spanish", "Dolby Atmos, Dolby Digital, Dolby Surround 7.1, SDDS", "2.39 : 1", "Color", "29", "82", "False", "False", "False"
"217", "Rocky", "8.1", "https://www.imdb.com/title/tt0075148/", "https://m.media-amazon.com/images/M/MV5BZDEyY2M2MGMtYjg5OC00ZWFjLWFkZDQtNmQzZTdiYmYzZTBkXkEyXkFqcGc@._V1_.jpg", "A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.", "Drama, Sport", "120", "PG", "Movie", "boxing, boxer, italian american, philadelphia pennsylvania, 1970s", "US", "646", "DOWN 79", "John G. Avildsen", "", "Sylvester Stallone, Talia Shire, Burt Young", "Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers", "USD 960,000", "", "USD 117,235,147", "USD 117,253,345", "1818 East Tusculum Street, Kensington, North Philadelphia, Pennsylvania, USA", "English, Spanish, Italian", "Mono, Dolby Digital", "", "Color", "23", "23", "False", "False", "False"
"218", "Pirates of the Caribbean: The Curse of the Black Pearl", "8.1", "https://www.imdb.com/title/tt0325980/", "https://m.media-amazon.com/images/M/MV5BNDhlMzEyNzItMTA5Mi00YWRhLThlNTktYTQyMTA0MDIyNDEyXkEyXkFqcGc@._V1_.jpg", "An intrepid blacksmith teams up with an eccentric pirate captain to save his love from an undead pirate crew.", "Action, Adventure, Fantasy", "143", "PG-13", "Movie", "pirate, undead, captain jack sparrow character, joshamee gibbs character, captain hector barbossa character", "US", "247", "DOWN 11", "Gore Verbinski", "Ted Elliott, Terry Rossio, Stuart Beattie", "Johnny Depp, Geoffrey Rush, Orlando Bloom", "Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley", "USD 140,000,000", "USD 46,630,690", "USD 305,413,918", "USD 654,264,835", "Bequia, St Vincent and the Grenadines", "English", "Dolby Digital EX, SDDS, DTS", "2.39 : 1", "Color", "38", "104", "False", "False", "False"
"219", "The General", "8.1", "https://www.imdb.com/title/tt0017925/", "https://m.media-amazon.com/images/M/MV5BMTVhM2Y1MDUtMDkxYi00Y2UxLWI2MTMtZjMzYTY4ODM4MGIzXkEyXkFqcGc@._V1_.jpg", "After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through ene...", "Action, Adventure, Comedy", "78", "Passed", "Movie", "train, confederate army, national film registry, 1860s, american civil war", "US", "", "", "", "Buster Keaton, Clyde Bruckman, Al Boasberg", "Buster Keaton, Marion Mack, Glen Cavender", "Buster Keaton, Marion Mack, Glen Cavender, Jim Farley", "USD 750,000", "", "", "USD 2,951", "Eugene, Oregon, USA", "None, English", "Silent", "1.33 : 1", "Black and White", "3", "1", "False", "False", "False"
"220", "Mr. Smith Goes to Washington", "8.1", "https://www.imdb.com/title/tt0031679/", "https://m.media-amazon.com/images/M/MV5BMDU4ZjNmMjEtMjcxYi00NDAxLWFlMjQtNWIyNjg5NWUzNTdjXkEyXkFqcGc@._V1_.jpg", "A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his c...", "Comedy, Drama", "129", "Approved", "Movie", "washington d.c., filibuster, national film registry, congressional page, u.s. capitol building", "US", "", "", "Frank Capra", "Sidney Buchman, Lewis R. Foster, Myles Connolly", "James Stewart, Jean Arthur, Claude Rains", "James Stewart, Jean Arthur, Claude Rains, Edward Arnold", "USD 1,900,000", "USD 83,205", "USD 144,738", "USD 146,448", "Lincoln Memorial, National Mall, Washington, District of Columbia, USA", "English", "", "1.37 : 1", "Black and White", "8", "12", "False", "False", "False"
"221", "Tôkyô monogatari", "8.1", "https://www.imdb.com/title/tt0046438/", "https://m.media-amazon.com/images/M/MV5BODdkNzcxZjItMDU2Yy00Y2JlLWFkYTQtNzIwM2Q4MWU5MTU2XkEyXkFqcGc@._V1_.jpg", "An old couple visit their children and grandchildren in the city, but receive little attention.", "Drama", "137", "Not Rated", "Movie", "houseguest, selfishness, old man, old woman, compassion", "JP", "3695", "DOWN 74", "Yasujirō Ozu", "Kōgo Noda, Yasujirō Ozu", "Chishū Ryū, Chieko Higashiyama, Sō Yamamura", "Chishū Ryū, Chieko Higashiyama, Sō Yamamura, Setsuko Hara", "", "", "", "USD 109,931", "Tokyo, Japan", "Japanese, English", "Mono", "1.37 : 1", "Black and White", "3", "0", "False", "False", "False"
"222", "La haine", "8.1", "https://www.imdb.com/title/tt0113247/", "https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_.jpg", "24 hours in the lives of three young men in the French suburbs the day after a violent riot.", "Crime, Drama", "98", "Not Rated", "Movie", "ghetto, gun, riot police, trying to steal a car, missed last train", "FR", "1338", "DOWN 21", "Mathieu Kassovitz", "", "Vincent Cassel, Hubert Koundé, Saïd Taghmaoui", "Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili", "EUR 2,590,000", "", "USD 280,859", "USD 815,549", "Paris, France", "French, Yiddish", "Dolby Digital", "1.85 : 1", "Black and White", "8", "15", "False", "False", "False"
"223", "Jai Bhim", "8.6", "https://www.imdb.com/title/tt15097216/", "https://m.media-amazon.com/images/M/MV5BZjEyNDIzNmEtMjdkYS00ZDAwLTljOWYtNDRhYTVhYTlmOTk1XkEyXkFqcGc@._V1_.jpg", "When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.", "Crime, Drama", "164", "TV-MA", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"224", "Spotlight", "8.1", "https://www.imdb.com/title/tt1895587/", "https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_.jpg", "The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.", "Biography, Crime, Drama", "129", "R", "Movie", "child molestation, investigation, catholic church, cover up, investigative journalism", "US", "607", "UP 108", "Tom McCarthy", "Josh Singer, Tom McCarthy", "Mark Ruffalo, Michael Keaton, Rachel McAdams", "Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber", "USD 20,000,000", "USD 295,009", "USD 45,055,776", "USD 98,690,254", "333 Bay Street, Bay-Adelaide Centre, Toronto, Ontario, Canada", "English", "Dolby Digital", "1.85 : 1", "Color", "124", "146", "False", "False", "False"
"225", "Maharaja", "8.3", "https://www.imdb.com/title/tt26548265/", "https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_.jpg", "A barber seeks vengeance after his home is burglarized, cryptically telling police his &quot;lakshmi&quot; has been taken, leaving them uncertain if it&apos;s a person or object. His quest to recover the elusive &quot;lakshmi&quot; unfolds.", "Action, Crime, Drama", "141", "", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"226", "The Sound of Music", "8.1", "https://www.imdb.com/title/tt0059742/", "https://m.media-amazon.com/images/M/MV5BYWJhYmU4MjQtZDJhYi00ZGVjLTlkNTEtNzkzNGVjOWQ3MjcwXkEyXkFqcGc@._V1_.jpg", "A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.", "Biography, Drama, Family", "174", "G", "Movie", "stepmother, nazi, third reich, singing family, single father", "US", "1134", "UP 37", "Robert Wise", "Georg Hurdalek, Howard Lindsay, Russel Crouse", "Julie Andrews, Christopher Plummer, Eleanor Parker", "Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn", "USD 8,200,000", "USD 413,497", "USD 160,888,776", "USD 161,521,111", "Felsenreitschule, Salzburg, Austria", "English, German, Latin, French", "", "2.20 : 1", "Color", "19", "13", "False", "False", "False"
"227", "The Terminator", "8.1", "https://www.imdb.com/title/tt0088247/", "https://m.media-amazon.com/images/M/MV5BZmE0YzIxM2QtMGNlMi00MjRmLWE3MWMtOWQzMGVjMmU0YTFmXkEyXkFqcGc@._V1_.jpg", "A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.", "Action, Adventure, Sci-Fi", "107", "R", "Movie", "time travel, killer robot, good versus evil, voice imitation, fictional war", "GB", "352", "DOWN 62", "James Cameron", "James Cameron, Gale Anne Hurd, William Wisher", "Arnold Schwarzenegger, Linda Hamilton, Michael Biehn", "Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield", "USD 6,400,000", "USD 4,020,663", "USD 38,371,200", "USD 78,371,200", "720 South Hill Street, Los Angeles, California, USA", "English, Spanish", "Mono", "1.85 : 1", "Color", "10", "13", "False", "False", "False"
"228", "Smultronstället", "8.1", "https://www.imdb.com/title/tt0050986/", "https://m.media-amazon.com/images/M/MV5BZWQ5MDllM2EtZWRmNS00MmZiLWI4ZWQtMjRiY2Q5MTAxODY4XkEyXkFqcGc@._V1_.jpg", "After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.", "Drama, Romance", "92", "Not Rated", "Movie", "professor, road movie, nostalgia, self discovery, regret", "SE", "4011", "DOWN 94", "Ingmar Bergman", "", "Victor Sjöström, Bibi Andersson, Ingrid Thulin", "Victor Sjöström, Bibi Andersson, Ingrid Thulin, Gunnar Björnstrand", "", "", "", "USD 104,614", "Dalarö, Stockholms län, Sweden", "Swedish, Latin", "Mono", "1.37 : 1", "Black and White", "16", "4", "False", "False", "False"
"229", "On the Waterfront", "8.1", "https://www.imdb.com/title/tt0047296/", "https://m.media-amazon.com/images/M/MV5BZDJlYTM1ZGYtZTM4YS00MzFhLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_.jpg", "An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate&apos;s victims.", "Crime, Drama, Thriller", "108", "Approved", "Movie", "organized crime, murder, ex boxer, rooftop, whistleblower", "US", "2489", "DOWN 351", "Elia Kazan", "Budd Schulberg, Malcolm Johnson, Robert Siodmak", "Marlon Brando, Karl Malden, Lee J. Cobb", "Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger", "USD 910,000", "", "", "USD 3,768", "St Peter and St Paul Church - 400 Hudson Street, Hoboken, New Jersey, USA", "English, Latin", "", "", "Black and White", "30", "11", "False", "False", "False"
"230", "The Best Years of Our Lives", "8.1", "https://www.imdb.com/title/tt0036868/", "https://m.media-amazon.com/images/M/MV5BNTgxMzUyODQtMDJmZC00ZGMyLWI3MzAtZTYwYjBjZjFmMzIxXkEyXkFqcGc@._V1_.jpg", "Three WWII veterans return home forever changed and find it difficult to adjust to their new realities.", "Drama, Romance, War", "170", "Approved", "Movie", "world war two veteran, banker, speech, bombardier, b 17 bomber", "US", "4362", "DOWN 856", "William Wyler", "Robert E. Sherwood, MacKinlay Kantor", "Myrna Loy, Dana Andrews, Fredric March", "Myrna Loy, Dana Andrews, Fredric March, Teresa Wright", "USD 2,100,000", "", "USD 23,650,000", "USD 23,667,133", "Ontario International Airport - 2900 E. Airport Drive, Ontario, California, USA", "English", "", "1.37 : 1", "Black and White", "25", "4", "False", "False", "False"
"231", "The Third Man", "8.1", "https://www.imdb.com/title/tt0041959/", "https://m.media-amazon.com/images/M/MV5BNGVjMTMxZTQtMmVlNy00YmI0LWJjMDUtYTgyZWU1Njg5ZGRiXkEyXkFqcGc@._V1_.jpg", "Pulp novelist Holly Martins travels to shadowy, mystifying post-war Vienna only to find himself investigating the mysterious sudden death of old friend Harry Lime.", "Drama, Film-Noir, Mystery", "104", "Approved", "Movie", "post world war two, faking one's death, underground, british noir, american abroad", "GB", "2003", "UP 238", "Carol Reed", "Graham Greene, Alexander Korda, Carol Reed", "Orson Welles, Joseph Cotten, Alida Valli", "Orson Welles, Joseph Cotten, Alida Valli, Trevor Howard", "", "USD 13,576", "USD 1,067,364", "USD 1,429,209", "8 Schreyvogelgasse, Vienna, Austria", "English, German, Russian, French", "", "1.37 : 1", "Black and White", "6", "4", "False", "False", "False"
